Joint_A_lwr,Joint_A_upr,Joint_B_lwr,Joint_B_upr,Joint_C_lwr,Joint_C_mid,Joint_C_upr,Joint_D_lwr,Joint_D_mid,Joint_D_upr,车身重量,扭转刚度,扭转模态,弯曲刚度,弯曲模态
1,1,1,5,9,7,3,7,9,1,349.034,9307.3,21.09433311,7662.43,36.44720851
6,3,1,6,8,5,6,7,5,2,353.867,8482.46,23.38590572,7348.92,35.95842499
1,7,1,3,2,8,1,9,4,6,356.986,8802.05,25.89102653,7447.18,36.2784823
7,4,5,7,6,3,1,8,7,9,349.782,9210.06,26.15136949,7058.17,36.30248922
2,4,4,9,5,6,1,7,2,4,356.913,10172.9,27.63816025,6840.54,33.94518195
5,5,1,3,6,1,6,7,9,1,348.433,9157.78,20.9674159,7071.67,35.09828435
8,3,7,6,3,1,3,2,3,9,343.812,7317.15,17.49504326,5326.09,31.53952764
6,4,1,5,4,4,6,7,8,6,349.544,8601.76,24.83199964,7264.34,35.26898772
6,8,1,4,4,3,9,1,8,6,346.668,7929.7,23.66425967,7665.48,36.31754647
3,7,6,9,8,5,9,7,8,5,342.38,7635.51,20.91885045,7416.72,35.40764795
1,1,7,3,5,9,7,9,8,8,357.697,7481.96,17.78903458,6663.64,33.47476998
8,6,4,5,7,7,1,9,2,9,356.565,9369.83,25.87778078,6501.53,33.84703109
7,3,3,6,5,8,7,8,3,2,341.788,7325.28,20.46996442,5880.93,32.98996219
7,2,5,6,3,5,8,1,7,4,347.727,8496.75,19.56508068,6493.73,35.31843689
3,2,3,9,1,3,3,8,6,1,338.899,7984.88,20.93319995,6336.8,34.01758727
3,5,6,2,4,9,1,4,6,2,348.39,10137.67,27.20455512,7245.99,36.2277894
7,9,9,3,7,4,5,6,5,9,343.155,7062.31,19.83904544,6193.96,34.3242882
4,4,8,7,3,9,3,5,7,6,347.572,7776.41,19.10001722,5841.99,31.83709694
9,2,1,9,1,1,1,3,9,6,342.169,9663.36,26.88282322,7173.37,34.71853426
8,6,6,3,5,1,9,8,2,7,341.657,7586.61,22.27195284,6477.12,33.17127869
7,8,2,3,8,8,9,5,7,5,348.812,7153.37,19.76261768,6649.6,32.89741508
1,6,4,6,3,1,4,6,8,3,345.382,8594.57,25.47116966,5730.85,32.89677907
9,4,8,1,1,6,9,3,5,1,341.244,9042.52,24.78744345,6792.23,34.80532142
2,9,8,9,4,2,5,2,5,9,349.065,7928.2,23.51892146,6876.86,35.78684903
2,7,3,7,8,9,5,2,7,6,352.858,7706.77,22.54433712,6567.25,34.13452302
3,4,1,8,8,7,2,9,7,8,359.902,9622.54,25.22570796,6539.25,33.86671027
1,8,4,2,8,7,8,2,1,6,342.876,7523.66,23.35990611,6880.13,39.27854102
8,6,2,3,8,4,6,6,8,9,350.236,7216.37,18.55630506,6468.72,32.91128023
3,5,2,7,4,2,7,9,6,8,357.516,8405.35,18.97603958,7126.08,34.58410422
7,4,2,8,8,8,1,4,2,9,354.473,9177.9,25.92135353,6665.91,34.85800817
1,3,8,6,5,7,9,8,1,1,338.177,8334.96,24.85269123,6232.11,33.51443832
8,9,9,9,7,6,7,2,4,4,336.871,6759.6,17.09684846,6176.04,33.31234718
7,8,2,6,2,6,8,5,2,3,347.065,6661.39,20.47401415,6111.12,32.74477078
4,8,6,3,4,3,1,7,8,3,348.832,8952.59,26.78423827,7858.37,37.32613444
5,1,4,1,7,9,9,2,2,3,354.191,9845.62,25.6061434,7218.01,36.05131059
5,4,1,1,4,7,9,9,3,7,355.541,9390.51,24.82652332,7125.39,35.59482341
1,1,1,7,1,3,9,7,2,7,347.042,9255.03,24.65046859,7169.53,35.17304282
2,7,8,4,3,1,4,9,1,6,354.598,7817.96,23.53874477,5748.33,32.48073306
8,8,8,5,5,7,1,9,8,8,352.498,8065.98,25.50576861,6367.81,33.81332431
3,7,6,9,9,9,1,7,3,5,348.089,8990.29,26.11643529,7444.99,37.16076039
6,2,5,9,4,6,2,3,5,3,351.953,10293.55,26.3932799,7903.28,37.35732203
5,7,8,9,2,8,8,8,3,4,339.852,6718.02,22.20023466,6399.77,34.68442048
9,8,2,5,9,4,4,7,9,2,349.561,8001.98,23.58608693,8099.39,36.45415632
4,6,4,8,7,2,4,8,8,1,343.012,9167.74,26.17236813,6563.46,34.1993483
6,1,3,9,4,5,4,9,6,9,353.97,8729.28,20.61634832,7208.3,36.11999107
4,1,3,4,2,6,2,9,2,4,359.969,9982.31,26.67255795,6264.25,33.66378017
1,2,6,7,3,8,5,2,8,8,343.999,8445.51,21.97657516,6282.78,33.93199868
5,1,2,6,6,7,7,4,1,5,346.924,8721.58,21.05663541,6446.76,38.49591453
1,9,4,6,2,3,8,6,4,4,347.768,7754.03,18.16033881,6948.88,36.79509901
5,4,4,2,9,6,8,4,5,7,349.437,8533.55,23.52912291,7332.32,36.03485328
2,1,7,8,9,2,4,4,1,6,348.043,9316.21,26.51160599,7049.89,35.72130985
7,5,6,8,1,7,7,2,5,6,346.829,8291.08,18.97264607,6582.85,35.34024946
5,5,6,3,8,6,1,2,2,9,349.432,9566.06,24.84233434,6183.55,31.81574085
6,7,8,9,2,8,6,1,4,4,341.122,7061.7,22.22926763,6753.97,34.69616256
5,3,7,9,1,5,1,6,7,5,347.861,9370.87,27.59170796,6562.35,35.0851398
9,6,7,9,4,4,5,3,7,4,334.937,8305.49,23.29353857,6802.87,35.04992554
2,2,8,5,9,1,8,1,4,5,351.164,9128.3,21.56483915,7163.34,35.76224948
6,7,2,7,4,6,5,9,2,9,360.704,7677.89,21.00134272,6540.22,32.76018474
9,8,8,8,1,2,8,7,7,9,339.631,6607.11,20.96760255,5613.35,31.11115514
6,3,9,3,7,6,1,5,4,1,345.638,8572.06,26.70188919,6228.27,33.47503368
3,6,1,6,9,1,5,6,8,7,347.085,8606.09,23.89108655,6797.14,35.86112564
8,5,7,4,4,5,1,6,9,5,351.131,10062.55,27.97022589,7304.7,37.86008848
2,8,5,4,3,2,8,6,4,1,352.475,7481.86,22.79743799,6104.98,33.82435744
1,2,4,3,8,9,5,4,1,8,347.369,8122.44,20.50857317,6921.27,34.7046233
2,1,1,3,7,9,7,3,1,9,353.345,7548.05,17.16236936,6923.79,34.61524394
1,3,5,8,7,3,7,3,1,6,347.579,8545.35,18.83426207,7569.3,39.30828267
7,2,5,1,5,7,4,8,9,7,350.731,8731.05,23.75507236,7146.53,38.19233975
7,5,3,1,6,7,3,3,3,6,340.892,8711.27,20.98645625,6047.65,34.85061097
9,5,4,7,9,2,5,1,5,8,342.543,9263.54,22.24783205,7816.38,37.30996483
2,1,5,6,7,6,3,4,1,4,353.015,8565.22,20.04609014,6685.52,33.91888197
1,8,9,2,3,5,5,9,8,2,350.191,7661.09,23.89925484,6404.59,34.5503797
3,2,6,8,5,1,1,6,4,2,350.414,9494.73,27.19649102,6554.77,34.47546643
3,2,5,4,6,3,1,2,7,1,356.856,10885.1,27.91663949,7454.4,36.98900644
7,8,4,5,4,2,9,2,5,6,344.705,7804.1,22.66099962,7370.91,36.47003894
2,1,6,5,3,8,5,8,5,7,349.902,8411.55,22.67919724,6456.36,35.04681674
8,7,8,1,2,6,6,5,8,7,339.679,6649.36,19.957909,5958.15,32.4316934
9,6,5,2,5,1,7,6,8,3,350.049,7694.77,20.13086732,7053.81,34.22944942
7,1,2,5,3,5,7,5,8,5,351.002,8068.42,21.14861376,6426.5,34.11833309
8,3,2,8,6,1,8,8,5,2,351.157,8024.74,20.73343983,6733.17,35.76872875
8,3,7,7,3,4,9,1,3,9,339.96,8153.19,21.81204858,5988.19,33.12998995
4,8,7,1,8,4,1,9,8,8,355.426,8829.54,26.21952748,6532.69,33.88496895
6,9,5,6,8,5,2,8,8,7,349.139,8842.63,25.65160158,7286.81,37.24322788
6,8,2,5,5,5,6,7,2,2,357.164,7559.32,22.18456959,7672.63,35.63233139
5,1,7,8,8,6,7,9,5,4,355.785,8300.29,18.9077777,6613.29,34.99631355
1,1,4,3,7,2,6,6,9,8,347.341,7680.72,19.27864756,6708.65,34.51637382
4,5,5,7,1,3,3,9,5,3,365.302,9349.05,19.53551271,7974.2,37.20997194
6,9,2,8,8,1,3,7,5,7,355.764,7832.56,22.16571049,7003.97,35.60633961
1,9,3,4,7,7,4,8,3,9,339.532,7583.3,22.78749701,5952.55,33.05502361
8,7,4,1,6,3,1,1,9,5,349.014,9259.94,25.83195186,7567.76,37.88221653
7,2,9,7,8,7,3,9,7,7,347.077,7989.4,21.34261711,5972.82,32.07245514
2,7,6,4,2,1,2,9,4,9,360.754,8442.59,23.85437509,6764.4,34.66022754
8,4,7,6,4,8,8,6,3,2,341.853,7980.09,23.51126961,6244.32,35.09512065
1,1,2,9,2,2,2,5,2,1,348.52,9461.04,27.95100482,6837.7,34.23184403
9,4,9,2,1,6,8,6,5,2,342.136,7754.53,22.66896138,6285.19,33.16642017
2,5,5,5,9,9,3,8,1,1,355.215,9423.5,21.95904685,7892.78,37.21408542
3,9,4,3,2,9,2,1,2,9,352.29,9219.21,25.38094825,7340.58,36.06415532
8,4,1,5,9,4,1,4,2,8,349.689,9065.47,25.7247949,7138.38,35.57876402
4,5,2,2,8,6,9,1,7,7,349.294,9564.93,24.18265996,6603.45,32.9805424
2,2,6,7,7,5,1,7,2,2,354.596,10364.13,26.55522186,7534.83,36.82374588
4,8,1,1,4,9,2,5,2,5,354.388,8953.38,27.81762119,7443.22,36.76435497
8,3,9,4,5,8,6,3,6,2,339.075,8068.53,21.21423491,6475.91,34.52696514
7,3,7,8,2,5,1,3,9,5,350.181,9990.44,27.2690638,7500.84,38.14952749
4,4,3,6,8,5,3,7,2,6,346.597,8355.25,24.78721914,6707.65,35.18781025
1,9,2,3,4,8,7,2,7,6,351.923,7531.2,17.65625474,7376.02,33.83315299
4,8,8,4,3,9,2,6,8,2,349.072,8398.69,26.88041378,5686.46,33.15636639
9,5,5,8,4,1,5,7,2,3,348.266,9853.92,22.64421646,7477.47,36.54497241
6,7,8,2,7,8,3,3,4,4,343.178,6994.22,21.0680466,6614.85,34.4993785
6,7,1,5,6,1,1,3,8,6,346.289,8635.41,25.64293009,6759.15,34.65186488
5,9,1,1,1,6,3,3,4,2,341.015,7595.41,22.57749028,6499.65,32.66704676
2,5,5,7,9,1,8,6,9,6,362.001,9255.5,20.45033544,7950.35,38.12263802
5,4,2,8,3,3,1,9,5,3,368.257,10233.02,27.96050739,6996.93,36.8369783
4,6,7,6,3,4,4,5,9,9,343.583,7904.16,24.20836504,5772.81,33.49318446
1,4,8,1,9,4,1,8,6,6,345.443,9813.86,28.61238332,7118.05,37.08821752
5,4,1,1,2,6,3,2,8,4,353.229,8466.28,19.73594166,6600.21,33.46765928
4,3,6,7,5,3,7,1,4,3,347.262,8005.68,18.1198126,7544.85,35.55651824
7,2,8,4,5,7,9,6,8,1,343.466,8630.03,23.08880771,6043.31,33.82949136
8,7,8,6,5,2,6,9,8,2,346.729,6902.2,20.28971956,5770.66,31.88641397
6,2,7,5,4,4,3,9,9,2,358.079,8545.51,21.25193196,7091.11,35.3184767
2,2,1,7,3,3,9,2,4,9,356.942,8862.33,21.34963672,6637.79,34.30670709
2,9,5,5,6,9,4,7,3,5,359.007,9173.41,24.39032902,7532.9,39.27307488
8,1,5,6,7,4,8,1,1,3,342.656,8627.82,20.04114821,6959.37,35.63217428
7,5,3,3,2,4,3,4,6,7,342.814,7589.01,19.26027503,6061.6,32.94758787
8,5,3,1,9,8,6,7,4,9,346.571,8681.88,20.04126007,7072.85,36.18220501
4,6,8,9,1,2,4,9,3,6,350.147,8526.7,25.26040496,6175.31,32.46842382
5,9,3,4,1,6,4,8,9,6,340.331,7790.2,23.65797932,6166.63,33.49348508
4,4,9,4,6,8,2,4,4,5,347.174,9699.36,27.99989309,6827.53,34.80552884
7,8,2,1,4,2,5,6,2,5,350.283,7833.97,23.43154818,6525.16,34.20451331
8,1,3,5,2,9,7,9,9,9,358.219,7665.21,18.08019588,6830.83,34.91824147
9,3,4,1,2,9,6,2,8,7,350.569,8454.48,20.60951897,7292.03,36.10482021
3,7,1,5,4,2,7,3,1,2,337.754,6910.42,20.80985455,7003.53,35.10688231
2,7,7,2,4,9,1,9,2,5,363.835,9393.32,26.71591342,7175.66,35.99116094
3,6,7,8,5,5,7,6,5,3,354.754,7675.55,20.34708685,7097.08,36.77079027
9,6,6,6,6,3,7,3,8,8,335.254,7366.96,18.49724224,6894.85,34.8592791
9,9,5,3,6,1,1,2,4,3,347.884,8964.27,25.88227475,7342.82,35.30259188
5,4,3,4,4,1,2,4,9,5,349.673,9714.7,27.66552751,7005.4,36.02930737
2,3,2,3,8,7,5,8,5,9,359.339,8036.5,20.24037466,7005.75,34.94658798
6,3,7,2,4,5,4,8,1,8,343.736,8160.45,23.13600089,7185.51,39.45225176
9,1,4,9,1,3,4,9,6,1,347.298,9373.09,26.7246846,7145.3,34.99386124
6,3,8,7,5,2,7,1,4,7,344.505,7720.56,22.05216952,6488.02,33.18983408
7,8,4,5,4,2,2,1,9,4,343.282,8728.45,25.86882673,7476.9,36.44245867
4,3,2,8,2,4,6,5,2,4,356.268,8157.96,19.83585832,6770.98,34.36197778
9,8,6,7,4,8,3,9,5,3,349.014,7068,20.87389591,7782.55,36.46968576
5,3,5,4,9,1,7,2,1,6,350.638,8542.48,19.22016633,7737.62,39.24279242
5,3,9,6,8,3,2,3,2,9,343.215,9339.76,24.92164959,6769.47,36.00288139
1,8,7,8,7,7,7,9,9,5,353.873,7641.47,23.31471823,6489.33,34.55179867
5,7,1,9,2,4,6,1,7,9,340.663,6723.47,21.33921535,6374.96,32.98057734
7,6,6,5,7,1,7,9,9,3,353.282,7602.25,19.9986964,6666.5,34.22346144
8,7,1,1,2,2,4,5,7,3,345.047,7227.14,21.17539299,6526.83,33.55994188
4,4,3,6,4,2,7,4,1,7,339.118,7791.4,23.15688272,6338.7,33.77571696
9,9,5,6,4,5,9,4,2,9,344.846,7850.27,21.51248191,7904.86,37.66914177
8,2,1,9,3,3,4,8,5,6,344.284,8290.09,23.83102743,6468.61,34.87743031
1,1,4,5,9,6,9,3,1,9,341.626,9498.9,25.68551174,7344.45,36.51610996
5,1,3,2,7,3,3,9,3,1,354.091,8929.53,20.68781059,6565.32,34.61096943
6,1,3,8,6,9,2,5,1,1,347.868,9413.62,27.37002323,6308.06,39.67689036
2,2,8,7,1,6,5,1,4,2,345.34,8833.04,24.74683205,6172.45,32.69708041
2,2,1,4,6,9,3,8,6,5,353.545,8829.15,24.60006416,6663.98,34.09430236
9,3,2,7,4,8,8,4,3,3,349.044,8044.17,19.05030851,7568.56,35.6904659
4,5,9,3,4,5,7,7,4,1,345.296,8910.46,20.51205094,7910.55,36.59867246
9,8,8,9,7,2,2,7,1,2,333.203,7980.7,26.19685428,6189.38,33.64357423
2,7,6,1,6,4,7,6,5,9,353.845,6482.25,18.80430873,6737.18,35.58753452
5,7,4,5,5,1,6,3,6,3,341.367,7371.12,22.07287289,7042.6,34.77192874
6,2,2,4,6,5,3,4,9,1,358.606,8794.62,23.35806373,7554.92,36.50796844
2,2,5,4,8,3,9,3,8,4,357.002,9992.19,22.1291769,7883.61,37.0285209
7,5,8,4,9,4,9,5,5,7,344.613,8695.93,22.18376404,6729.24,36.60837351
3,7,6,7,8,9,9,5,7,4,344.611,7258.67,20.66879661,6845.88,34.27850943
8,9,1,7,7,9,6,5,6,1,340.458,7639.23,22.32954042,6754.49,34.97700849
8,4,6,2,4,9,5,1,3,4,343.791,8785.37,22.86125153,7254.91,35.95542892
7,7,3,8,8,3,6,4,5,4,345.316,6814.36,19.16666874,6613.77,35.86321813
8,5,8,7,2,1,1,9,1,5,355.212,10181.14,27.7217796,6540.47,34.88307258
4,2,3,9,9,2,6,6,9,7,344.16,8167.31,21.08324552,6881.39,36.28490778
8,9,9,6,6,4,4,8,8,7,331.759,7476.06,22.84954029,6005.34,34.43794739
4,4,4,1,1,4,7,4,1,5,350.186,8902.62,25.41992432,6896.36,34.13769041
5,3,8,1,8,5,3,7,6,9,347.729,7903.06,17.87794243,7019.3,35.93017812
5,4,9,2,5,5,6,3,2,6,343.434,8657.4,23.584143,7521.44,36.32538934
3,6,6,6,8,4,9,7,8,1,341.818,8838.94,23.39450484,6662.2,34.70244344
8,3,6,9,9,9,3,2,6,6,343.714,7912.48,18.14526438,7221.17,35.85423989
7,6,8,5,1,6,6,3,9,5,340.99,8182.79,23.09625514,6270.25,33.36822796
3,1,1,6,5,8,8,7,9,8,352.613,8532.71,22.55921567,7174.09,36.04896799
6,7,5,9,9,6,5,6,6,2,346.242,7856.98,22.55867782,6811.08,34.93494819
8,6,9,5,4,3,6,3,9,9,340.065,7732.89,20.2351954,7717.7,36.81422302
7,8,7,6,7,4,7,9,3,7,346.165,6732.65,20.71939699,5878.27,33.45158201
3,2,3,2,2,4,6,9,7,7,355.795,8515.1,21.61306994,6089.32,32.76569606
5,2,7,2,2,6,7,2,7,1,345.965,8640.59,21.65742351,6046.95,32.01036742
6,1,4,5,6,5,5,5,1,5,348.977,8906.31,26.08601221,7176.05,36.4326818
9,9,6,9,3,8,5,7,8,6,334.411,7782.39,22.50593932,6223.81,34.18903445
2,4,9,4,7,1,9,4,5,4,354.114,8720.16,25.09301855,6770.31,35.12506746
8,6,8,1,1,4,8,6,7,6,346.327,7793.39,21.66248256,5910.82,32.30193426
9,6,9,9,3,5,1,3,9,6,339.238,8939.34,27.30641771,7032.56,35.92533418
6,9,7,8,8,8,5,6,8,7,345.218,7963.15,23.63087058,6270.31,35.6531118
6,1,1,3,1,6,8,4,3,8,351.458,7415.27,18.47487311,6075.5,30.85262569
3,6,3,8,7,3,2,5,4,9,348.856,8613.66,25.04827693,6618.16,35.86295644
8,9,2,2,4,1,4,7,7,1,346.905,8562.49,22.88536831,7135.61,34.87857852
2,3,6,1,5,2,2,4,6,3,355.926,9222.61,25.8479142,6746.45,33.81285385
9,5,2,8,8,8,6,6,5,6,352.102,8766.61,21.15492605,7331.54,39.27663855
6,4,3,1,6,6,1,1,8,2,347.842,9544.44,26.87770491,5899.58,32.71849916
2,6,8,2,5,4,7,8,1,2,348.084,7703.88,22.45166165,6458.01,33.72624551
6,8,7,7,1,6,2,5,9,7,345.783,7826.37,25.59075481,6334.77,33.20174502
1,7,5,2,4,4,1,2,7,6,351.127,9233.85,26.06243855,7579.28,35.89586625
9,6,5,3,5,7,9,6,7,6,349.202,8151.8,20.02848485,7027.19,33.61708161
7,7,5,7,4,6,3,9,2,1,350.875,7494.83,18.95762965,6858.66,34.59709136
7,1,1,8,2,4,5,8,8,5,345.8,8901.33,24.66003298,6513.65,34.87716776
4,3,4,1,6,5,3,5,4,1,348.97,8508.83,24.22042534,7364.23,37.62815938
6,7,5,1,1,8,6,5,3,8,351.629,6740.13,18.96334352,6972.05,35.00861815
5,7,3,3,5,7,9,4,5,5,347.884,7205.59,19.98401304,6656.68,34.04087224
2,4,6,1,1,4,7,2,7,1,354.81,8713.14,23.83061873,6488.85,32.90024385
8,2,6,3,9,3,1,8,3,1,345.379,9331.78,27.23930597,7396.28,37.4363978
7,7,8,7,3,9,9,1,2,8,338.499,7033.27,19.64696156,5891.77,33.14924662
6,8,6,1,7,3,3,4,7,4,351.649,6997.77,21.03286172,6731.9,34.54299692
8,5,5,8,1,5,4,6,4,5,352.816,9732.95,23.93465505,7467.32,37.53971415
2,5,2,1,8,8,6,3,6,7,355.2,9411.31,22.35299513,7168.07,35.19034226
4,1,2,9,2,8,7,8,2,8,349.867,7493.11,17.8187755,6868.62,34.24498066
5,3,1,1,2,2,5,6,4,8,349.19,8122.23,21.81695161,6634.46,34.64929315
6,3,3,4,3,3,5,1,3,7,347.276,8338.99,23.12683469,5756.03,33.55231285
4,5,2,6,1,9,5,4,3,4,356.82,9221.47,23.13908486,6818.97,34.2672045
1,8,1,8,1,6,4,1,8,2,340.725,8032.77,24.77616472,6252.65,32.27498512
6,9,4,7,8,3,5,6,6,5,349.443,8705.84,25.04355542,6973.31,36.17182174
1,5,1,2,6,4,1,1,4,7,344.304,10182.46,26.66167908,6984.9,35.1508505
7,5,4,2,8,9,9,8,5,5,349.07,9454.01,22.15813435,7049.12,36.11819083
8,1,4,4,5,8,3,1,8,2,344.702,8799.83,23.52000868,7084.29,36.74330304
3,9,4,3,9,5,4,1,7,3,348.064,8724.24,20.99460723,8168.05,39.52735335
1,5,6,3,8,1,3,2,4,8,345.376,7650.53,18.34938708,6564.87,33.22947667
9,1,5,6,8,7,9,9,9,6,354.081,9372.18,23.98078204,7385.42,36.13190634
7,7,5,9,1,7,4,4,5,3,343.937,7377.75,20.92253726,7060.17,34.89295406
9,2,6,3,2,3,8,3,5,9,346.115,7765.74,18.01758972,7554.84,35.75647746
2,8,7,8,2,1,7,3,4,1,346.327,7568.8,23.75710466,6764.12,35.38301027
1,5,4,7,7,2,9,1,2,3,342.914,9693.31,26.24836231,6976.15,34.87355873
7,7,3,6,1,3,1,2,3,6,344.123,7945.42,24.89226143,6034.15,34.53742781
1,3,8,3,4,5,9,3,9,8,345.72,8425.42,19.22764463,8114.12,36.82518455
9,5,5,4,9,4,6,8,8,8,343.305,8475.29,20.34215329,7461.05,36.09963974
7,4,7,8,2,8,6,7,7,5,346.669,8725.64,24.05701633,6287.27,33.98911845
8,7,9,6,6,8,9,3,3,7,332.214,7011.22,19.59487292,6211.36,35.04140649
1,1,8,4,6,4,7,1,4,2,339.251,8383.97,20.38686082,6318.75,33.9976933
3,7,7,6,2,2,5,9,3,2,350.028,7716.75,22.76865726,5980.67,33.56953147
7,9,6,4,9,4,6,9,1,7,345.275,7652.75,20.31330992,6805.35,35.99849758
1,8,4,1,9,3,3,5,2,4,349.716,7344.94,23.61771076,7517.4,37.23919652
8,6,7,7,3,7,2,9,4,1,348.926,8913.48,26.91452108,6024.44,33.50950105
2,1,2,3,5,5,1,9,5,2,378.052,10308.27,27.04818099,8391.6,36.83724201
2,9,7,7,6,9,6,4,3,4,350.88,7579.55,23.08102151,6650.02,34.34672143
7,6,8,4,7,8,5,6,6,4,342.766,8038.32,22.98214336,5927.14,34.30885673
5,1,1,7,5,9,4,2,6,5,353.618,9709.64,26.20439132,7228.25,38.44510317
2,4,8,5,4,8,6,7,6,9,349.936,8203.42,19.18985638,6876.19,34.48661752
3,9,4,7,6,9,5,9,1,5,355.283,9190.33,24.94159602,7084.7,35.89757602
7,6,3,7,9,9,4,5,4,4,344.363,8012.6,23.35800517,6926.94,35.97790011
5,6,9,3,6,3,7,1,9,6,343.464,7731.05,19.9661329,7263.47,35.32307686
4,2,1,8,3,8,7,4,2,5,352.353,8655.14,21.18265635,5989.14,32.17067544
4,5,8,5,6,1,4,8,2,8,343.31,8501.33,23.90277178,6114.16,32.89352992
3,3,9,6,1,1,8,1,4,3,340.14,7955.48,22.9982267,6276.57,33.30269532
8,6,9,3,1,6,1,8,5,3,343.168,8141.43,26.12533065,6446.3,33.43227521
1,9,1,7,9,8,4,4,6,3,344.443,8414.56,25.09803101,7580.64,35.83932017
7,8,9,7,5,6,4,5,4,7,336.074,6829.24,23.1434118,6278.03,33.58979365
5,6,9,2,6,9,2,4,6,5,345.97,9360.78,27.58464274,6740.67,34.44904188
4,6,9,3,1,7,7,9,9,9,354.166,7133.32,16.73624555,6595.23,33.74342867
6,9,9,6,9,4,9,7,1,9,341.564,7907.14,23.54891343,6811.54,36.65497623
5,4,7,9,4,2,9,1,8,6,334.611,8487.94,25.90359176,6892.57,35.07708426
7,2,2,6,8,1,7,7,1,8,345.036,7680.58,18.39520134,6442.51,34.05554748
8,3,7,1,2,8,1,6,5,9,353.856,8930.62,25.647362,6851.33,37.40052234
3,3,8,3,7,9,8,1,8,8,347.083,7481.1,17.93992332,6497.67,34.03454334
5,9,2,2,5,3,8,8,8,3,351.855,7491.12,21.90999034,7281.53,35.4896687
1,8,5,1,8,3,3,4,7,5,354.098,7792.81,22.44842964,7360.08,35.21896531
4,6,3,6,6,7,2,6,7,9,346.646,8707.29,24.99349881,5577.3,32.06148751
6,4,7,4,3,2,4,2,3,4,349.878,8625.02,25.40864273,5587.79,31.95663355
2,3,4,7,6,1,9,4,7,6,352.976,8850.87,24.53946365,6941.21,34.74578251
1,8,9,6,2,3,3,7,5,8,345.424,6838.05,22.37184524,6968.62,36.02156459
6,3,5,7,6,4,5,3,6,1,347.242,9466.55,23.92410401,7413.41,36.24289516
5,8,8,9,5,8,5,2,9,2,346.247,7742.88,24.0242079,6788.37,35.90117666
5,4,6,5,7,2,1,6,2,1,344.301,9350.53,27.99525544,6288.76,33.68296556
9,7,8,2,7,9,5,6,6,5,341.499,7596.01,22.47714033,6230.5,34.44385286
4,1,2,7,9,1,5,3,8,6,350.574,9920.62,23.30741886,7934.77,37.03307929
9,8,6,4,6,7,6,1,4,1,330.607,7346.15,22.2686976,6587.98,34.69483967
6,8,4,1,7,3,4,7,2,8,352.717,8175.91,23.10211038,7127.25,35.83397515
9,3,6,2,2,8,7,4,4,9,342.88,7018.79,17.31584087,7037.44,34.74245657
5,2,1,1,8,7,7,9,7,3,357.906,8535.52,21.18835777,6562.24,33.39349538
9,7,7,3,8,3,3,3,1,8,333.924,6293.02,18.61727658,6700.27,33.73270172
3,3,8,5,2,9,5,2,7,4,355.295,8610.32,21.24484073,6622.66,34.44059595
7,4,8,8,3,3,7,1,7,1,341.973,8215.35,19.92739093,5704.23,32.87315605
9,1,8,6,7,5,6,3,1,2,334.145,8437.45,21.5787403,6701.11,35.19212554
4,9,9,3,9,7,4,2,7,4,346.756,8264.33,20.96609966,6970.27,34.16922881
4,6,5,6,9,6,8,2,9,5,356.516,9145.79,23.38594688,7555.85,37.05809124
1,4,7,2,2,5,2,5,4,8,347.166,8736.69,25.49328104,7158.94,36.62917106
6,9,2,5,8,6,1,5,3,8,353.161,8234.26,25.20024654,6562.79,33.06471636
7,7,2,7,7,9,4,2,5,3,354.429,7570.39,21.11193326,7231.64,35.44819846
9,7,1,5,6,2,4,3,7,2,335.336,7462.97,21.95449284,6356.24,33.43962787
2,7,6,5,7,7,9,9,9,1,357.331,7783.13,21.69510181,7017.28,34.93290125
3,9,8,2,5,9,8,9,2,8,359.018,7320.16,21.47881525,6556.27,34.26861302
4,8,4,7,9,2,5,1,4,7,340.4,8385.57,24.0996022,7635.27,37.16826416
6,5,2,2,1,5,4,9,1,6,363.67,9769.33,24.94421457,7527.34,35.3427831
1,5,1,9,4,6,3,1,7,3,341.209,8318.72,18.11156501,6700.06,33.63371805
6,3,4,9,1,6,9,2,4,1,346.249,8621.88,25.30595419,6652.69,33.40594752
4,1,8,8,2,2,6,9,5,2,357.879,8835.28,20.31505873,6663,35.55048838
2,2,5,3,1,7,8,4,8,1,356.175,8417.91,20.73417101,7032.07,33.87301184
8,4,1,6,6,8,8,1,3,8,341.788,7907.79,21.30111684,6372.56,36.74546144
7,5,2,8,9,9,9,1,2,5,354.193,10113.55,21.30420901,7492.53,37.15844445
5,9,9,8,1,5,1,3,1,6,338.743,9365.15,27.50839765,7228.18,37.25419883
3,1,1,5,3,5,1,7,8,2,352.269,10056.91,26.82684202,6833.29,34.9936506
9,8,8,7,6,1,9,4,9,7,338.417,7190.08,22.49580591,6656.6,34.92637354
6,7,1,9,8,4,9,2,9,4,350.229,7553.83,21.92612481,7026.43,34.65898732
8,2,1,2,9,3,9,3,4,5,346.368,9657.63,22.5041908,7919.6,36.60092417
8,3,9,2,5,8,6,3,9,3,344.102,8144.96,21.1030558,7256.82,40.54089146
4,9,1,4,3,9,1,9,2,9,362.383,9357.93,25.97866197,6166.48,33.87862475
3,9,3,7,1,2,5,9,9,1,351.588,8343.42,23.80143457,6569.41,33.90151129
8,4,6,9,3,9,2,4,6,2,342.075,8687.86,26.03666587,5966.94,32.90291457
